;index;file;start_times;stop_times;check_timings;duration;phase;who;voc_type;category1_M;category2_M;category1_F;category2_F;agr_cat1;agr_cat2;"Garde (0;1)";"Langue entendue (F;Autre)";"Langue parlée (1;2)";"bababa (0;1;2)";"bodaga (0;1;2)";"imitation (0;1;2)";"pointer doigt (0;1)";pretend play score (x/7);social gesture score (x/7);words understood (x/139);words spoken (x/139);word spoken all;"combiner mots 0;1;2";sentiments (x/4);expressions (x/5);"Reco miroir (0;1;2)";"attire attention soi (0;1;2)";"aime/aime pas (0;1;2)";"reco photo (0;1;2)";"attire attention actions (0;1;2)";Unnamed: 34;coded;audio_order;BB;delete_group;merge_group;cond;BBvoc_NM;BBvoc_M;othersound_NM;othersound_M
50;50;BB12_6M_1204_m100_NM;106.8;107.11;1.3400000000000034;0.3100000000000023;BL;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/BL/BB12_6M_1204_m100_NM_106.8_to_107.11;/BB/BL/BB12_6M_1204_m100_106.8_to_107.11_BL;/other/BL/BB12_6M_1204_m100_NM_102.21_to_106.8;/other/BL/BB12_6M_1204_m100_102.21_to_106.8_BL
51;51;BB12_6M_1204_m100_NM;108.45;108.87;1.2920000000000016;0.4200000000000017;BL;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/BL/BB12_6M_1204_m100_NM_108.45_to_108.87;/BB/BL/BB12_6M_1204_m100_108.45_to_108.87_BL;/other/BL/BB12_6M_1204_m100_NM_107.11_to_108.45;/other/BL/BB12_6M_1204_m100_107.11_to_108.45_BL
52;52;BB12_6M_1204_m100_NM;110.162;110.533;3.4779999999999944;0.371;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;25.0;12;;;m100;/BB/BL/BB12_6M_1204_m100_NM_110.16_to_110.53;/BB/BL/BB12_6M_1204_m100_110.16_to_110.53_BL;/other/BL/BB12_6M_1204_m100_NM_108.87_to_110.16;/other/BL/BB12_6M_1204_m100_108.87_to_110.16_BL
53;53;BB12_6M_1204_m100_NM;114.011;115.01;1.4699999999999847;0.999;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;26.0;12;;;m100;/BB/BL/BB12_6M_1204_m100_NM_114.01_to_115.01;/BB/BL/BB12_6M_1204_m100_114.01_to_115.01_BL;/other/BL/BB12_6M_1204_m100_NM_110.53_to_114.01;/other/BL/BB12_6M_1204_m100_110.53_to_114.01_BL
54;54;BB12_6M_1204_m100_NM;116.47999999999999;116.64;2.2409999999999997;0.1600000000000108;BL;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/BL/BB12_6M_1204_m100_NM_116.48_to_116.64;/BB/BL/BB12_6M_1204_m100_116.48_to_116.64_BL;/other/BL/BB12_6M_1204_m100_NM_115.01_to_116.48;/other/BL/BB12_6M_1204_m100_115.01_to_116.48_BL
55;55;BB12_6M_1204_m100_NM;118.881;121.453;1.9939999999999998;2.572;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;28.0;12;;;m100;/BB/BL/BB12_6M_1204_m100_NM_118.88_to_121.45;/BB/BL/BB12_6M_1204_m100_118.88_to_121.45_BL;/other/BL/BB12_6M_1204_m100_NM_116.64_to_118.88;/other/BL/BB12_6M_1204_m100_116.64_to_118.88_BL
56;56;BB12_6M_1204_m100_NM;123.447;124.991;0.27200000000000557;1.544;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;29.0;12;;;m100;/BB/BL/BB12_6M_1204_m100_NM_123.45_to_124.99;/BB/BL/BB12_6M_1204_m100_123.45_to_124.99_BL;/other/BL/BB12_6M_1204_m100_NM_121.45_to_123.45;/other/BL/BB12_6M_1204_m100_121.45_to_123.45_BL
57;57;BB12_6M_1204_m100_NM;125.263;125.989;2.015999999999991;0.726;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;30.0;12;;;m100;/BB/BL/BB12_6M_1204_m100_NM_125.26_to_125.99;/BB/BL/BB12_6M_1204_m100_125.26_to_125.99_BL;/other/BL/BB12_6M_1204_m100_NM_124.99_to_125.26;/other/BL/BB12_6M_1204_m100_124.99_to_125.26_BL
58;58;BB12_6M_1204_m100_NM;128.005;128.672;2.2680000000000007;0.667;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;31.0;12;;;m100;/BB/BL/BB12_6M_1204_m100_NM_128.0_to_128.67;/BB/BL/BB12_6M_1204_m100_128.0_to_128.67_BL;/other/BL/BB12_6M_1204_m100_NM_125.99_to_128.0;/other/BL/BB12_6M_1204_m100_125.99_to_128.0_BL
59;59;BB12_6M_1204_m100_NM;130.94;134.73;13.956000000000017;3.789999999999992;BL;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/BL/BB12_6M_1204_m100_NM_130.94_to_134.73;/BB/BL/BB12_6M_1204_m100_130.94_to_134.73_BL;/other/BL/BB12_6M_1204_m100_NM_128.67_to_130.94;/other/BL/BB12_6M_1204_m100_128.67_to_130.94_BL
60;60;BB12_6M_1204_m100_NM;148.686;148.86;12.919999999999987;0.174;BL;N;;N;;N;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;33.0;12;;;m100;/BB/BL/BB12_6M_1204_m100_NM_148.69_to_148.86;/BB/BL/BB12_6M_1204_m100_148.69_to_148.86_BL;/other/BL/BB12_6M_1204_m100_NM_134.73_to_148.69;/other/BL/BB12_6M_1204_m100_134.73_to_148.69_BL
61;61;BB12_6M_1204_m100_NM;161.78;163.57;4.439999999999998;1.789999999999992;BL;B;pB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/BL/BB12_6M_1204_m100_NM_161.78_to_163.57;/BB/BL/BB12_6M_1204_m100_161.78_to_163.57_BL;/other/BL/BB12_6M_1204_m100_NM_148.86_to_161.78;/other/BL/BB12_6M_1204_m100_148.86_to_161.78_BL
62;62;BB12_6M_1204_m100_NM;168.01;169.04;1.4399999999999977;1.0300000000000011;BL;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/BL/BB12_6M_1204_m100_NM_168.01_to_169.04;/BB/BL/BB12_6M_1204_m100_168.01_to_169.04_BL;/other/BL/BB12_6M_1204_m100_NM_163.57_to_168.01;/other/BL/BB12_6M_1204_m100_163.57_to_168.01_BL
63;63;BB12_6M_1204_m100_NM;170.48;172.57999999999998;0.5100000000000193;2.0999999999999943;BL;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/BL/BB12_6M_1204_m100_NM_170.48_to_172.58;/BB/BL/BB12_6M_1204_m100_170.48_to_172.58_BL;/other/BL/BB12_6M_1204_m100_NM_169.04_to_170.48;/other/BL/BB12_6M_1204_m100_169.04_to_170.48_BL
64;64;BB12_6M_1204_m100_NM;173.09;173.97;0.3300000000000125;0.8799999999999955;EXP;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_173.09_to_173.97;/BB/EXP/BB12_6M_1204_m100_173.09_to_173.97_EXP;/other/EXP/BB12_6M_1204_m100_NM_172.58_to_173.09;/other/EXP/BB12_6M_1204_m100_172.58_to_173.09_EXP
65;65;BB12_6M_1204_m100_NM;174.3;176.82;1.4579999999999984;2.519999999999982;EXP;B;R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_174.3_to_176.82;/BB/EXP/BB12_6M_1204_m100_174.3_to_176.82_EXP;/other/EXP/BB12_6M_1204_m100_NM_173.97_to_174.3;/other/EXP/BB12_6M_1204_m100_173.97_to_174.3_EXP
66;66;BB12_6M_1204_m100_NM;178.278;178.428;0.671999999999997;0.15;EXP;N;;N;;N;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;39.0;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_178.28_to_178.43;/BB/EXP/BB12_6M_1204_m100_178.28_to_178.43_EXP;/other/EXP/BB12_6M_1204_m100_NM_176.82_to_178.28;/other/EXP/BB12_6M_1204_m100_176.82_to_178.28_EXP
67;67;BB12_6M_1204_m100_NM;179.1;179.78;2.1899999999999977;0.6800000000000068;EXP;B;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_179.1_to_179.78;/BB/EXP/BB12_6M_1204_m100_179.1_to_179.78_EXP;/other/EXP/BB12_6M_1204_m100_NM_178.43_to_179.1;/other/EXP/BB12_6M_1204_m100_178.43_to_179.1_EXP
68;68;BB12_6M_1204_m100_NM;181.97;182.95;0.45000000000001705;0.9799999999999898;EXP;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_181.97_to_182.95;/BB/EXP/BB12_6M_1204_m100_181.97_to_182.95_EXP;/other/EXP/BB12_6M_1204_m100_NM_179.78_to_181.97;/other/EXP/BB12_6M_1204_m100_179.78_to_181.97_EXP
69;69;BB12_6M_1204_m100_NM;183.4;184.73;2.466000000000008;1.329999999999984;EXP;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_183.4_to_184.73;/BB/EXP/BB12_6M_1204_m100_183.4_to_184.73_EXP;/other/EXP/BB12_6M_1204_m100_NM_182.95_to_183.4;/other/EXP/BB12_6M_1204_m100_182.95_to_183.4_EXP
70;70;BB12_6M_1204_m100_NM;187.196;188.737;0.7740000000000009;1.541;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;42.0;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_187.2_to_188.74;/BB/EXP/BB12_6M_1204_m100_187.2_to_188.74_EXP;/other/EXP/BB12_6M_1204_m100_NM_184.73_to_187.2;/other/EXP/BB12_6M_1204_m100_184.73_to_187.2_EXP
71;71;BB12_6M_1204_m100_NM;189.511;189.663;0.8969999999999914;0.152;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;43.0;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_189.51_to_189.66;/BB/EXP/BB12_6M_1204_m100_189.51_to_189.66_EXP;/other/EXP/BB12_6M_1204_m100_NM_188.74_to_189.51;/other/EXP/BB12_6M_1204_m100_188.74_to_189.51_EXP
72;72;BB12_6M_1204_m100_NM;190.56;191.06;0.6800000000000068;0.5;EXP;CoV;CoV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_190.56_to_191.06;/BB/EXP/BB12_6M_1204_m100_190.56_to_191.06_EXP;/other/EXP/BB12_6M_1204_m100_NM_189.66_to_190.56;/other/EXP/BB12_6M_1204_m100_189.66_to_190.56_EXP
73;73;BB12_6M_1204_m100_NM;191.74;193.41;2.289999999999992;1.6699999999999875;EXP;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_191.74_to_193.41;/BB/EXP/BB12_6M_1204_m100_191.74_to_193.41_EXP;/other/EXP/BB12_6M_1204_m100_NM_191.06_to_191.74;/other/EXP/BB12_6M_1204_m100_191.06_to_191.74_EXP
74;74;BB12_6M_1204_m100_NM;195.7;197.19;0.46000000000000796;1.490000000000009;EXP;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_195.7_to_197.19;/BB/EXP/BB12_6M_1204_m100_195.7_to_197.19_EXP;/other/EXP/BB12_6M_1204_m100_NM_193.41_to_195.7;/other/EXP/BB12_6M_1204_m100_193.41_to_195.7_EXP
75;75;BB12_6M_1204_m100_NM;197.65;199.4;4.11099999999999;1.75;EXP;CoV;CoV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_197.65_to_199.4;/BB/EXP/BB12_6M_1204_m100_197.65_to_199.4_EXP;/other/EXP/BB12_6M_1204_m100_NM_197.19_to_197.65;/other/EXP/BB12_6M_1204_m100_197.19_to_197.65_EXP
76;76;BB12_6M_1204_m100_NM;203.511;204.572;0.7059999999999889;1.061;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;47.0;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_203.51_to_204.57;/BB/EXP/BB12_6M_1204_m100_203.51_to_204.57_EXP;/other/EXP/BB12_6M_1204_m100_NM_199.4_to_203.51;/other/EXP/BB12_6M_1204_m100_199.4_to_203.51_EXP
77;77;BB12_6M_1204_m100_NM;205.278;207.835;4.894999999999982;2.557;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;48.0;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_205.28_to_207.84;/BB/EXP/BB12_6M_1204_m100_205.28_to_207.84_EXP;/other/EXP/BB12_6M_1204_m100_NM_204.57_to_205.28;/other/EXP/BB12_6M_1204_m100_204.57_to_205.28_EXP
78;78;BB12_6M_1204_m100_NM;212.73;213.125;0.3859999999999957;0.395;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;49.0;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_212.73_to_213.12;/BB/EXP/BB12_6M_1204_m100_212.73_to_213.12_EXP;/other/EXP/BB12_6M_1204_m100_NM_207.84_to_212.73;/other/EXP/BB12_6M_1204_m100_207.84_to_212.73_EXP
79;79;BB12_6M_1204_m100_NM;213.511;214.512;11.888000000000005;1.001;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;50.0;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_213.51_to_214.51;/BB/EXP/BB12_6M_1204_m100_213.51_to_214.51_EXP;/other/EXP/BB12_6M_1204_m100_NM_213.12_to_213.51;/other/EXP/BB12_6M_1204_m100_213.12_to_213.51_EXP
80;80;BB12_6M_1204_m100_NM;226.4;228.49;0.539999999999992;2.0900000000000034;EXP;B;Cr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_226.4_to_228.49;/BB/EXP/BB12_6M_1204_m100_226.4_to_228.49_EXP;/other/EXP/BB12_6M_1204_m100_NM_214.51_to_226.4;/other/EXP/BB12_6M_1204_m100_214.51_to_226.4_EXP
81;81;BB12_6M_1204_m100_NM;229.03;229.77;0.799999999999983;0.7400000000000091;EXP;B;Cr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_229.03_to_229.77;/BB/EXP/BB12_6M_1204_m100_229.03_to_229.77_EXP;/other/EXP/BB12_6M_1204_m100_NM_228.49_to_229.03;/other/EXP/BB12_6M_1204_m100_228.49_to_229.03_EXP
82;82;BB12_6M_1204_m100_NM;230.57;232.55;2.3700000000000045;1.9800000000000182;EXP;B;Cr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_230.57_to_232.55;/BB/EXP/BB12_6M_1204_m100_230.57_to_232.55_EXP;/other/EXP/BB12_6M_1204_m100_NM_229.77_to_230.57;/other/EXP/BB12_6M_1204_m100_229.77_to_230.57_EXP
83;83;BB12_6M_1204_m100_NM;234.92000000000002;237.57999999999998;1.6200000000000045;2.659999999999968;EXP;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_234.92_to_237.58;/BB/EXP/BB12_6M_1204_m100_234.92_to_237.58_EXP;/other/EXP/BB12_6M_1204_m100_NM_232.55_to_234.92;/other/EXP/BB12_6M_1204_m100_232.55_to_234.92_EXP
84;84;BB12_6M_1204_m100_NM;239.2;240.78;0.3199999999999932;1.5800000000000125;EXP;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_239.2_to_240.78;/BB/EXP/BB12_6M_1204_m100_239.2_to_240.78_EXP;/other/EXP/BB12_6M_1204_m100_NM_237.58_to_239.2;/other/EXP/BB12_6M_1204_m100_237.58_to_239.2_EXP
85;85;BB12_6M_1204_m100_NM;241.1;242.0;1.9000000000000057;0.9000000000000057;EXP;B;Gr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_241.1_to_242.0;/BB/EXP/BB12_6M_1204_m100_241.1_to_242.0_EXP;/other/EXP/BB12_6M_1204_m100_NM_240.78_to_241.1;/other/EXP/BB12_6M_1204_m100_240.78_to_241.1_EXP
86;86;BB12_6M_1204_m100_NM;243.9;244.33;;0.4300000000000068;EXP;B;pB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;m100;/BB/EXP/BB12_6M_1204_m100_NM_243.9_to_244.33;/BB/EXP/BB12_6M_1204_m100_243.9_to_244.33_EXP;/other/EXP/BB12_6M_1204_m100_NM_242.0_to_243.9;/other/EXP/BB12_6M_1204_m100_242.0_to_243.9_EXP
87;87;BB15_6M_1804_p100_NM;3.488;4.173;3.3200000000000003;0.685;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;62.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_3.49_to_4.17;/BB/BL/BB15_6M_1804_p100_3.49_to_4.17_BL;none;none
88;88;BB15_6M_1804_p100_NM;7.493;8.413;2.7040000000000006;0.92;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;63.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_7.49_to_8.41;/BB/BL/BB15_6M_1804_p100_7.49_to_8.41_BL;/other/BL/BB15_6M_1804_p100_NM_4.17_to_7.49;/other/BL/BB15_6M_1804_p100_4.17_to_7.49_BL
89;89;BB15_6M_1804_p100_NM;11.117;12.109;0.8339999999999996;0.992;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;64.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_11.12_to_12.11;/BB/BL/BB15_6M_1804_p100_11.12_to_12.11_BL;/other/BL/BB15_6M_1804_p100_NM_8.41_to_11.12;/other/BL/BB15_6M_1804_p100_8.41_to_11.12_BL
90;90;BB15_6M_1804_p100_NM;12.943;13.775;1.7159999999999993;0.832;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;65.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_12.94_to_13.78;/BB/BL/BB15_6M_1804_p100_12.94_to_13.78_BL;/other/BL/BB15_6M_1804_p100_NM_12.11_to_12.94;/other/BL/BB15_6M_1804_p100_12.11_to_12.94_BL
91;91;BB15_6M_1804_p100_NM;15.491;16.768;20.497;1.277;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;66.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_15.49_to_16.77;/BB/BL/BB15_6M_1804_p100_15.49_to_16.77_BL;/other/BL/BB15_6M_1804_p100_NM_13.78_to_15.49;/other/BL/BB15_6M_1804_p100_13.78_to_15.49_BL
92;92;BB15_6M_1804_p100_NM;37.265;38.011;1.4059999999999988;0.746;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;67.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_37.26_to_38.01;/BB/BL/BB15_6M_1804_p100_37.26_to_38.01_BL;/other/BL/BB15_6M_1804_p100_NM_16.77_to_37.26;/other/BL/BB15_6M_1804_p100_16.77_to_37.26_BL
93;93;BB15_6M_1804_p100_NM;39.417;40.203;0.9259999999999948;0.786;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;68.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_39.42_to_40.2;/BB/BL/BB15_6M_1804_p100_39.42_to_40.2_BL;/other/BL/BB15_6M_1804_p100_NM_38.01_to_39.42;/other/BL/BB15_6M_1804_p100_38.01_to_39.42_BL
94;94;BB15_6M_1804_p100_NM;41.129;43.139;3.8189999999999955;2.01;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;69.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_41.13_to_43.14;/BB/BL/BB15_6M_1804_p100_41.13_to_43.14_BL;/other/BL/BB15_6M_1804_p100_NM_40.2_to_41.13;/other/BL/BB15_6M_1804_p100_40.2_to_41.13_BL
95;95;BB15_6M_1804_p100_NM;46.958;47.815;0.257000000000005;0.857;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;70.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_46.96_to_47.82;/BB/BL/BB15_6M_1804_p100_46.96_to_47.82_BL;/other/BL/BB15_6M_1804_p100_NM_43.14_to_46.96;/other/BL/BB15_6M_1804_p100_43.14_to_46.96_BL
96;96;BB15_6M_1804_p100_NM;48.072;48.899;4.100000000000001;0.827;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;71.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_48.07_to_48.9;/BB/BL/BB15_6M_1804_p100_48.07_to_48.9_BL;/other/BL/BB15_6M_1804_p100_NM_47.82_to_48.07;/other/BL/BB15_6M_1804_p100_47.82_to_48.07_BL
97;97;BB15_6M_1804_p100_NM;52.999;53.234;11.464999999999996;0.235;BL;M;;M;;N;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;72.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_53.0_to_53.23;/BB/BL/BB15_6M_1804_p100_53.0_to_53.23_BL;/other/BL/BB15_6M_1804_p100_NM_48.9_to_53.0;/other/BL/BB15_6M_1804_p100_48.9_to_53.0_BL
98;98;BB15_6M_1804_p100_NM;64.699;71.042;0.269999999999996;6.343;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;73.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_64.7_to_71.04;/BB/BL/BB15_6M_1804_p100_64.7_to_71.04_BL;/other/BL/BB15_6M_1804_p100_NM_53.23_to_64.7;/other/BL/BB15_6M_1804_p100_53.23_to_64.7_BL
99;99;BB15_6M_1804_p100_NM;71.312;76.574;0.11599999999999966;5.262;BL;M;;M;;N;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;74.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_71.31_to_76.57;/BB/BL/BB15_6M_1804_p100_71.31_to_76.57_BL;/other/BL/BB15_6M_1804_p100_NM_71.04_to_71.31;/other/BL/BB15_6M_1804_p100_71.04_to_71.31_BL
100;100;BB15_6M_1804_p100_NM;76.69;91.511;3.3100000000000023;14.821;BL;M;;M;;N;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;75.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_76.69_to_91.51;/BB/BL/BB15_6M_1804_p100_76.69_to_91.51_BL;/other/BL/BB15_6M_1804_p100_NM_76.57_to_76.69;/other/BL/BB15_6M_1804_p100_76.57_to_76.69_BL
101;101;BB15_6M_1804_p100_NM;94.821;95.511;0.987000000000009;0.69;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;76.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_94.82_to_95.51;/BB/BL/BB15_6M_1804_p100_94.82_to_95.51_BL;/other/BL/BB15_6M_1804_p100_NM_91.51_to_94.82;/other/BL/BB15_6M_1804_p100_91.51_to_94.82_BL
102;102;BB15_6M_1804_p100_NM;96.498;96.792;0.9549999999999983;0.294;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;77.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_96.5_to_96.79;/BB/BL/BB15_6M_1804_p100_96.5_to_96.79_BL;/other/BL/BB15_6M_1804_p100_NM_95.51_to_96.5;/other/BL/BB15_6M_1804_p100_95.51_to_96.5_BL
103;103;BB15_6M_1804_p100_NM;97.747;97.992;3.890999999999991;0.245;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;78.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_97.75_to_97.99;/BB/BL/BB15_6M_1804_p100_97.75_to_97.99_BL;/other/BL/BB15_6M_1804_p100_NM_96.79_to_97.75;/other/BL/BB15_6M_1804_p100_96.79_to_97.75_BL
104;104;BB15_6M_1804_p100_NM;101.883;102.541;1.1980000000000075;0.658;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;79.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_101.88_to_102.54;/BB/BL/BB15_6M_1804_p100_101.88_to_102.54_BL;/other/BL/BB15_6M_1804_p100_NM_97.99_to_101.88;/other/BL/BB15_6M_1804_p100_97.99_to_101.88_BL
105;105;BB15_6M_1804_p100_NM;103.739;104.723;0.9969999999999999;0.984;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;80.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_103.74_to_104.72;/BB/BL/BB15_6M_1804_p100_103.74_to_104.72_BL;/other/BL/BB15_6M_1804_p100_NM_102.54_to_103.74;/other/BL/BB15_6M_1804_p100_102.54_to_103.74_BL
106;106;BB15_6M_1804_p100_NM;105.72;106.06;1.4239999999999924;0.3400000000000034;BL;B;pB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_105.72_to_106.06;/BB/BL/BB15_6M_1804_p100_105.72_to_106.06_BL;/other/BL/BB15_6M_1804_p100_NM_104.72_to_105.72;/other/BL/BB15_6M_1804_p100_104.72_to_105.72_BL
107;107;BB15_6M_1804_p100_NM;107.484;109.043;2.3319999999999936;1.559;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;82.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_107.48_to_109.04;/BB/BL/BB15_6M_1804_p100_107.48_to_109.04_BL;/other/BL/BB15_6M_1804_p100_NM_106.06_to_107.48;/other/BL/BB15_6M_1804_p100_106.06_to_107.48_BL
108;108;BB15_6M_1804_p100_NM;111.375;113.101;0.39400000000000546;1.726;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;83.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_111.38_to_113.1;/BB/BL/BB15_6M_1804_p100_111.38_to_113.1_BL;/other/BL/BB15_6M_1804_p100_NM_109.04_to_111.38;/other/BL/BB15_6M_1804_p100_109.04_to_111.38_BL
109;109;BB15_6M_1804_p100_NM;113.495;114.966;1.531000000000006;1.471;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;84.0;15;;;p100;/BB/BL/BB15_6M_1804_p100_NM_113.5_to_114.97;/BB/BL/BB15_6M_1804_p100_113.5_to_114.97_BL;/other/BL/BB15_6M_1804_p100_NM_113.1_to_113.5;/other/BL/BB15_6M_1804_p100_113.1_to_113.5_BL
